1001	12.271705847641575
1002	11.296566125701627
1003	11.208114829657088
1004	11.389505864196394
1005	12.116182042863764
1006	10.603914518299748
1007	11.43612976306811
1008	13.215960323291405
1009	11.576475878142514
1010	10.26879493469354
1011	12.938796249434638
1012	9.805892902382261
1013	12.003970225655646
1014	12.656446299222575
1015	11.011656368856281
1016	12.69131616710758
1017	4.612617808009499
1018	13.515977986157067
1019	6.88789074350456
1020	13.134889731941753
1021	11.685922638373334
1022	10.145385386530371
1023	10.633239674959906
1024	12.358956068518545
1025	11.726966255828021
1026	11.162561102751653
1027	13.198792444445038
1028	12.023468019948204
1029	11.66217001275465
1030	9.634209090901175
1031	11.006844506468072
1032	6.6414862905095555
1033	12.110792929278016
1034	11.734202803871204
1035	12.538156030106853
1036	13.082407890307302
1037	12.247121021232877
1038	11.78501198461331
1039	11.731373626581998
1040	13.11493944856734
1041	6.454644334462917
1042	12.022235323474117
1043	11.935584429007612
1044	11.260724076680274
